cut_date,target_date,horizon_days,cut_price,predicted_price,actual_price,model_abs_error_pct,naive_abs_error_pct,model_beats_naive
2022-04-01,2024-03-31,730,46281.64453125,109317.18526699641,71333.6484375,53.24771361270864,54.12945922726351,1
2022-05-01,2022-07-30,90,38469.09375,48262.254305349925,23656.20703125,104.01518401320709,62.61733632607325,0
2022-05-01,2022-10-28,180,38469.09375,54720.78192542637,20595.3515625,165.69481836407164,86.78532208231151,0
2022-05-01,2023-05-01,365,38469.09375,70352.67178944968,28091.568359375,150.44052681370096,36.94178003116622,0
2022-05-01,2024-04-30,730,38469.09375,112643.41234856717,60636.85546875,85.76723921084502,57.62486078515951,0
2022-06-01,2022-08-30,90,29799.080078125,49539.498829307246,19796.80859375,150.2398232255841,50.524666321887814,0
2022-06-01,2022-11-28,180,29799.080078125,56094.41616282218,16217.322265625,245.89197429789343,83.74846099771067,0
2022-06-01,2023-06-01,365,29799.080078125,71930.30231556584,26819.97265625,168.1967772208133,11.107794404036287,0
2022-06-01,2024-05-31,730,29799.080078125,114622.53664051529,67491.4140625,69.83276796418846,126.48824690411939,1
2022-07-01,2022-09-29,90,19269.3671875,50248.68747159766,19573.05078125,156.72383949329648,1.5759915247606004,0
2022-07-01,2022-12-28,180,19269.3671875,56805.653744197705,16552.572265625,243.18323963561207,16.413128293763823,0
2022-07-01,2023-07-01,365,19269.3671875,72610.16539643847,30590.078125,137.36508648239513,58.74978055762892,0
2022-07-01,2024-06-30,730,19269.3671875,115031.12569945362,62678.29296875,83.52625805684526,225.27426748818868,1
2022-08-01,2022-10-30,90,23314.19921875,50394.04717366776,20635.603515625,144.20922380830808,12.980457300881977,0
2022-08-01,2023-01-28,180,23314.19921875,56870.18650299194,23031.08984375,146.92790002043665,1.2292487108543249,0
2022-08-01,2023-08-01,365,23314.19921875,72440.83583175391,29675.732421875,144.10799639895419,27.28608923444755,0
2022-08-01,2024-07-31,730,23314.19921875,114034.0911097793,64619.25,76.47077474557395,177.1669290190812,1
2022-09-01,2022-11-30,90,20127.140625,50762.44135528081,17168.56640625,195.67082162900556,17.23250589911205,0
2022-09-01,2023-02-28,180,20127.140625,57188.722785806414,23147.353515625,147.06376367044592,15.005672921436153,0
2022-09-01,2023-09-01,365,20127.140625,72602.12211265869,25800.724609375,181.39567090405612,28.18872332678899,0
2022-09-01,2024-08-31,730,20127.140625,113584.75841964525,58969.8984375,92.61481099552766,192.98696489581465,1
2022-10-01,2022-12-30,90,19312.095703125,50557.68977367617,16602.5859375,204.51695876774414,16.31980569668412,0
2022-10-01,2023-03-30,180,19312.095703125,56858.68937270728,28033.5625,102.823631041211,45.160644038563504,0
2022-10-01,2023-10-01,365,19312.095703125,71933.82506428595,27983.75,157.05570219961925,44.902709836259724,0
2022-10-01,2024-09-30,730,19312.095703125,111825.08822244995,63329.5,76.57661630432887,227.92660606871527,1
2022-11-01,2023-01-30,90,20485.2734375,50163.30569935412,22840.138671875,119.6278508638148,11.495405426535443,0
2022-11-01,2023-04-30,180,20485.2734375,56315.01812014818,29268.806640625,92.40626654720914,42.877305152520016,0
2022-11-01,2023-11-01,365,20485.2734375,70995.56517401092,35437.25390625,100.3416104471051,72.98892306401513,0
2022-11-01,2024-10-31,730,20485.2734375,109653.40933645927,70215.1875,56.16765153046022,242.75933740511002,1
2022-12-01,2023-03-01,90,16967.1328125,50435.3341696539,23646.55078125,113.28833383025767,39.36680429488446,0
2022-12-01,2023-05-30,180,16967.1328125,56517.762711461306,27702.349609375,104.01793894166515,63.27065931237461,0
2022-12-01,2023-12-01,365,16967.1328125,70995.11980639146,38688.75,83.50326595300047,128.0217313528499,1
2022-12-01,2024-11-30,730,16967.1328125,108927.17907205688,96449.0546875,12.937528962815303,468.446394292642,1
2023-01-01,2023-04-01,90,16625.080078125,50140.23202643071,28411.03515625,76.48153877772602,70.89262140537151,0
2023-01-01,2023-06-30,180,16625.080078125,56082.45460090883,30477.251953125,84.01414499957365,83.32093325208372,0
